Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,ERR%,ERR_Level
2023-05-16,YouTube,#Fitness,Tweet,Canada,4516859,6718,93371,39835,3.097816425086548,Average
2022-05-17,YouTube,#Tech,Live Stream,Brazil,3707778,357641,98906,36604,13.300445711690397,Excellent
2023-11-17,Twitter,#Fitness,Shorts,Australia,3611304,361772,97629,18007,13.219823088834392,Excellent
2023-03-04,TikTok,#Music,Reel,USA,3313871,187673,20108,13412,6.67476193249526,Excellent
2022-04-05,TikTok,#Education,Reel,Brazil,3999565,142354,67251,9930,5.488971925696919,High
2023-08-31,YouTube,#Dance,Shorts,USA,650479,96466,68604,9627,26.856670238393555,Excellent
2022-10-07,Twitter,#Viral,Post,Brazil,4365247,320273,13480,21042,8.127718775134603,Excellent
2022-10-30,Twitter,#Viral,Live Stream,UK,4066789,201905,49387,17566,6.611063421288884,Excellent
2022-11-12,YouTube,#Tech,Video,Australia,1189401,477715,32182,43920,46.56268155147003,Excellent
2023-12-21,TikTok,#Challenge,Post,USA,2750438,214384,71731,19226,11.101540918210118,Excellent
2022-02-02,YouTube,#Viral,Video,Australia,540884,177369,13503,5565,36.31776868977452,Excellent
2023-12-29,Instagram,#Dance,Shorts,Germany,2100020,314357,71376,21215,19.37829163531776,Excellent
2022-07-19,TikTok,#Comedy,Live Stream,India,952111,156942,6001,23683,19.60128598451231,Excellent
2023-05-20,Instagram,#Viral,Shorts,Brazil,2337596,467029,77732,4729,23.506628176981824,Excellent
2022-10-30,YouTube,#Fashion,Video,UK,1936713,220029,88576,32486,17.611850594280103,Excellent
2022-02-28,YouTube,#Comedy,Post,Brazil,1178485,168174,81549,41849,24.741256783073183,Excellent
2023-04-22,Twitter,#Challenge,Live Stream,UK,1738252,172464,4136,47211,12.875635983735384,Excellent
2023-09-18,TikTok,#Challenge,Live Stream,UK,1948873,480313,50464,32966,28.926615536261213,Excellent
2022-05-05,Instagram,#Education,Shorts,Japan,4440766,432244,61567,31213,11.822825161244705,Excellent
2022-03-08,YouTube,#Fashion,Reel,Germany,1259577,417867,13002,27756,36.41103322782172,Excellent
2022-04-29,TikTok,#Dance,Tweet,Australia,4385439,312854,58495,30380,9.160519619586545,Excellent
2023-11-29,Instagram,#Viral,Reel,Australia,1831119,491782,86681,48075,34.216126860133066,Excellent
2023-07-18,YouTube,#Music,Live Stream,Japan,3899621,283580,75787,8200,9.42571085754231,Excellent
2023-03-13,Twitter,#Viral,Video,UK,4426493,32332,47970,18676,2.236036519203803,Average
2022-08-25,YouTube,#Viral,Video,Brazil,2854666,173661,87934,21327,9.910861726030296,Excellent
2023-04-17,Instagram,#Education,Tweet,USA,2425779,288690,80963,22285,16.15720145981971,Excellent
2023-10-26,Twitter,#Fitness,Reel,Canada,1630820,161765,88321,21591,16.65892005248893,Excellent
2022-08-24,Twitter,#Comedy,Tweet,USA,930160,202154,89158,36847,35.279844327857575,Excellent
2023-12-23,Twitter,#Viral,Live Stream,Japan,2075933,83816,4897,15213,5.006230933271931,High
2022-01-06,TikTok,#Education,Tweet,India,1871957,1256,81191,20129,5.479613046667205,High
2023-08-04,Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881,53.65240336613893,Excellent
2022-10-07,Instagram,#Tech,Post,Canada,4367832,28067,57644,1618,1.9993671917784384,Average
2023-01-06,Instagram,#Comedy,Reel,Germany,3972959,32049,94677,6195,3.345642378891904,Average
2022-05-13,Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710,9.208950437793154,Excellent
2023-08-02,YouTube,#Music,Reel,India,2467372,384542,77706,4834,18.930343701719888,Excellent
2023-07-17,Twitter,#Gaming,Post,Brazil,819788,22786,16574,2214,5.0713111194601534,High
2022-12-27,YouTube,#Comedy,Shorts,Brazil,4515293,346046,73947,36662,10.113518657593206,Excellent
2023-06-18,YouTube,#Education,Live Stream,USA,4548049,300048,92372,25500,9.188995105373756,Excellent
2023-09-23,TikTok,#Dance,Reel,Japan,3450680,369198,10798,15263,11.45452490523607,Excellent
2023-10-15,TikTok,#Music,Reel,UK,2737221,436890,74251,15461,19.238563491950412,Excellent
2023-05-08,Twitter,#Comedy,Post,Australia,840340,454952,65380,23404,64.70428636028275,Excellent
2022-07-04,YouTube,#Education,Live Stream,Germany,3510131,3548,81158,28556,3.226717179501278,Average
2022-02-21,Instagram,#Gaming,Live Stream,India,1531926,391683,51624,29359,30.854362416983587,Excellent
2023-04-26,YouTube,#Education,Reel,Canada,598274,76122,62694,4891,24.020264962207953,Excellent
2023-12-20,Instagram,#Challenge,Shorts,Germany,821533,342870,79554,16318,53.40528012873493,Excellent
2022-11-29,YouTube,#Fitness,Post,Australia,2519050,180932,12968,12148,8.17959151267343,Excellent
2022-06-27,YouTube,#Fitness,Shorts,USA,3726359,101243,10095,43058,4.1433474337818765,High
2023-01-19,Instagram,#Fitness,Tweet,Brazil,3616113,50849,51541,5257,2.9768704683730847,Average
2022-12-21,Twitter,#Fitness,Tweet,Canada,1826580,272598,66186,46956,21.118155240942087,Excellent
2022-09-11,Instagram,#Viral,Live Stream,USA,670827,419802,52712,9940,71.9192876852005,Excellent
2022-11-22,TikTok,#Gaming,Shorts,Germany,4925713,126438,93149,26192,4.9897141794497575,High
2023-05-08,Instagram,#Tech,Live Stream,Canada,4926887,377993,44337,34514,9.272467584501126,Excellent
2023-01-07,Instagram,#Comedy,Video,USA,2176834,489451,95563,19558,27.77299509287341,Excellent
2022-08-21,YouTube,#Viral,Video,Germany,1494759,175825,6072,28977,14.107558475981746,Excellent
2023-05-07,TikTok,#Comedy,Tweet,Canada,1862650,430821,70873,12179,27.588274769817193,Excellent
2022-06-06,TikTok,#Fashion,Live Stream,Japan,2661370,341057,24053,21815,14.53856472418341,Excellent
2023-10-16,Instagram,#Fashion,Tweet,Germany,3582719,222267,74127,44442,9.513333309143139,Excellent
2022-02-23,TikTok,#Challenge,Live Stream,Australia,750309,254612,13280,27574,39.37924241879012,Excellent
2022-01-27,Twitter,#Tech,Reel,Brazil,1212616,284049,75797,20699,31.382152305428924,Excellent
2023-01-03,YouTube,#Dance,Tweet,India,916759,253924,68925,30788,38.57469629422782,Excellent
2023-12-24,Instagram,#Challenge,Live Stream,UK,4498056,491674,95872,47593,14.120299969586862,Excellent
2023-03-15,YouTube,#Viral,Reel,Australia,3323833,435817,85531,10295,15.994876998934663,Excellent
2022-05-21,YouTube,#Music,Shorts,India,2828967,490999,94153,16839,21.279534190395292,Excellent
2022-07-10,YouTube,#Comedy,Post,Canada,2162476,223044,6862,17678,11.449098163401581,Excellent
2023-09-22,Twitter,#Dance,Reel,UK,2363818,203582,76418,3874,12.009130990626183,Excellent
2022-03-14,YouTube,#Gaming,Video,Japan,1619481,48034,68983,7422,7.683881441029565,Excellent
2022-06-08,TikTok,#Challenge,Reel,Australia,4889698,335718,85215,14194,8.898852239954287,Excellent
2022-03-29,TikTok,#Education,Reel,USA,2506158,209749,55250,28441,11.708758984868473,Excellent
2022-06-12,TikTok,#Music,Live Stream,Canada,3731215,85106,40033,6545,3.5292525357021773,High
2023-09-11,TikTok,#Viral,Tweet,Germany,731415,432608,183,19906,61.89331637989377,Excellent
2022-06-01,Instagram,#Challenge,Shorts,Canada,4050217,331829,65620,38905,10.773595587594443,Excellent
2023-10-11,YouTube,#Viral,Post,Japan,2190234,240911,81339,14835,15.390364682495111,Excellent
2022-05-11,YouTube,#Education,Tweet,Japan,3244574,246935,33822,36503,9.7781711867259,Excellent
2022-06-03,YouTube,#Fitness,Shorts,Canada,172032,61620,79754,2201,83.45831008184523,Excellent
2023-05-30,Twitter,#Dance,Video,Brazil,4577055,10189,21707,32963,1.417046550675052,Average
2022-04-19,YouTube,#Fitness,Shorts,Australia,3437531,484792,65586,49621,17.45435895705377,Excellent
2023-05-02,YouTube,#Dance,Video,Japan,2454688,386172,96666,10872,20.112943070565382,Excellent
2023-11-09,TikTok,#Gaming,Tweet,India,3375757,368767,14499,46981,12.745200557978551,Excellent
2023-10-17,YouTube,#Gaming,Video,Canada,4214191,468817,17311,32853,12.315080166038985,Excellent
2023-11-01,Twitter,#Tech,Reel,Germany,4937731,271763,20030,7030,6.051828258769058,Excellent
2022-09-26,TikTok,#Viral,Live Stream,Germany,2360576,155459,19460,32963,8.806409960958682,Excellent
2022-07-03,Instagram,#Education,Shorts,Germany,2757834,276600,2866,32837,11.324213132480054,Excellent
2023-03-27,Twitter,#Education,Tweet,India,2063181,239205,91849,32228,17.60785893239614,Excellent
2023-01-10,Twitter,#Music,Reel,USA,3865376,447014,7792,24112,12.389946023362281,Excellent
2022-12-22,YouTube,#Music,Live Stream,Brazil,1541499,475565,3796,18382,32.28954413853009,Excellent
2023-09-11,YouTube,#Comedy,Live Stream,USA,1344792,449897,18592,42691,38.01182636422584,Excellent
2022-11-06,Instagram,#Tech,Live Stream,Germany,3184440,427144,76762,16306,16.336059087312055,Excellent
2023-07-18,YouTube,#Gaming,Shorts,UK,288978,134592,30125,13424,61.6451771415125,Excellent
2022-01-20,YouTube,#Comedy,Shorts,Japan,2525420,342345,97958,35913,18.856903010192365,Excellent
2023-02-01,Twitter,#Comedy,Post,UK,4674026,14183,71809,4162,1.9288296641909994,Average
2023-08-28,YouTube,#Tech,Reel,Brazil,3385451,448723,7234,43129,14.742083107981774,Excellent
2023-03-13,YouTube,#Fashion,Video,Germany,4480208,192047,40789,19329,5.628421716134608,High
2023-12-06,YouTube,#Comedy,Post,Australia,836115,492019,57301,31743,69.49558374147097,Excellent
2023-10-18,Instagram,#Fitness,Live Stream,Brazil,4116538,248427,78029,35739,8.798534108029612,Excellent
2022-04-08,TikTok,#Challenge,Tweet,Canada,1649017,231068,47895,22587,18.2866519872142,Excellent
2022-12-29,Instagram,#Education,Tweet,Brazil,3233439,234569,33026,19726,8.885926099116142,Excellent
2022-01-26,Instagram,#Fashion,Video,USA,1745859,326923,67496,2336,22.72548928636276,Excellent
2022-11-19,YouTube,#Challenge,Reel,Brazil,4540861,63459,21936,36939,2.6940705738405115,Average
2023-05-09,Twitter,#Viral,Post,USA,3368920,471654,86384,1266,16.601878346769887,Excellent
2022-11-26,YouTube,#Viral,Live Stream,USA,779573,185117,41077,26964,32.4739312418465,Excellent
2022-08-06,Instagram,#Dance,Post,India,4669272,368176,25124,26215,8.984591173956026,Excellent
2023-06-22,Twitter,#Dance,Tweet,India,920290,158850,294,20188,19.48646622260374,Excellent
2022-06-27,TikTok,#Tech,Live Stream,Brazil,880025,262765,56763,25619,39.220135791596825,Excellent
2022-09-09,Twitter,#Fashion,Live Stream,USA,1876032,167583,51085,16692,12.545628219561285,Excellent
2022-07-21,YouTube,#Tech,Live Stream,Canada,4695675,332129,80070,7343,8.934647308427436,Excellent
2023-10-31,Instagram,#Education,Post,Australia,3909608,328265,91682,28567,11.472096435243635,Excellent
2022-10-10,Instagram,#Viral,Video,India,84988,3961,66175,7174,90.96578340471596,Excellent
2022-11-05,TikTok,#Fashion,Shorts,Australia,4503451,199050,10299,7649,4.818482537058802,High
2022-01-11,Instagram,#Dance,Reel,USA,3869119,243254,45272,41026,8.517494551085143,Excellent
2023-08-23,Instagram,#Fashion,Live Stream,Japan,2510654,222047,42335,18710,11.275627784633008,Excellent
2023-09-19,TikTok,#Music,Post,USA,1004040,474058,29602,28975,53.04918130751762,Excellent
2022-11-17,Twitter,#Gaming,Post,Canada,435189,338107,45878,11224,90.8131869141913,Excellent
2022-03-07,TikTok,#Comedy,Video,Canada,4059525,396471,82515,13107,12.121935448112772,Excellent
2023-06-08,Instagram,#Fashion,Tweet,USA,1454497,198979,27467,43108,18.532454862402602,Excellent
2022-05-01,Instagram,#Gaming,Video,UK,4636106,119192,74078,46366,5.168906836901486,High
2022-03-28,Instagram,#Fashion,Live Stream,Brazil,1418093,167927,21604,23507,15.02285111061122,Excellent
2022-03-03,Twitter,#Tech,Tweet,Japan,4089138,395765,32976,3225,10.56374228504883,Excellent
2023-04-17,TikTok,#Education,Post,UK,1467996,218173,15234,44846,18.95461568015172,Excellent
2022-04-19,Twitter,#Dance,Tweet,Germany,2628041,30963,1657,17698,1.9146581046490523,Average
2022-07-22,YouTube,#Music,Tweet,Brazil,1552233,8830,83151,28302,7.749029945890855,Excellent
2023-12-28,Instagram,#Fitness,Video,Australia,2698643,357079,83343,41222,17.847636756695863,Excellent
2023-12-11,YouTube,#Viral,Video,India,2386519,206625,35508,43076,11.950837181685962,Excellent
2022-08-01,TikTok,#Comedy,Video,Japan,1621403,210894,49146,22589,17.431138341300713,Excellent
2023-01-23,YouTube,#Education,Post,Germany,528698,448340,21317,3213,89.44047452420853,Excellent
2022-10-17,Twitter,#Fashion,Shorts,Germany,1207774,326768,80608,35699,36.68525734119131,Excellent
2023-07-23,Twitter,#Comedy,Reel,Canada,1748704,64651,65798,26367,8.967555401028418,Excellent
2023-07-21,Twitter,#Education,Live Stream,Japan,3673029,40060,45803,25257,3.0252960159040403,Average
2022-09-21,YouTube,#Dance,Tweet,Japan,4938141,92946,14800,6497,2.3134819358134973,Average
2023-05-20,YouTube,#Challenge,Shorts,Germany,1211152,26691,74034,16591,9.686315177616022,Excellent
2023-08-31,TikTok,#Viral,Live Stream,Canada,3915590,342524,23634,27590,10.055904729555444,Excellent
2023-07-12,YouTube,#Tech,Post,Australia,1074531,215231,90702,6476,29.07398669745219,Excellent
2023-09-11,TikTok,#Comedy,Video,Australia,1195064,196870,16363,33596,20.654040285708547,Excellent
2022-12-07,TikTok,#Education,Reel,UK,3703086,451922,16393,32841,13.533469111978496,Excellent
2023-10-08,YouTube,#Fashion,Shorts,Brazil,1649020,404652,18178,37529,27.917126535760634,Excellent
2023-04-19,YouTube,#Gaming,Video,Brazil,2047545,362973,56321,474,20.501039049202827,Excellent
2022-04-30,TikTok,#Fitness,Post,Australia,4222799,5510,2998,32953,0.9818369285395777,Low
2023-08-25,Twitter,#Fitness,Post,USA,4150659,289961,32494,9385,7.994875030687898,Excellent
2023-07-07,TikTok,#Dance,Video,India,3541385,349668,34580,17972,11.357703271460178,Excellent
2022-09-15,YouTube,#Music,Tweet,Germany,4420121,192344,32142,36860,5.912643567902327,High
2023-04-11,Instagram,#Gaming,Reel,Australia,4401295,150497,53808,43102,5.621231932874301,High
2022-01-29,TikTok,#Gaming,Post,Canada,2990444,150822,61460,24688,7.924241350113896,Excellent
2022-04-06,Instagram,#Fitness,Shorts,UK,4023553,138648,78164,47562,6.570660309432981,Excellent
2022-05-22,YouTube,#Fitness,Live Stream,Canada,1326359,153912,62816,20351,17.87442163094607,Excellent
2023-09-11,TikTok,#Education,Live Stream,UK,3133284,395779,63400,32300,15.685746967079908,Excellent
2023-02-16,Twitter,#Music,Shorts,Australia,4216827,464621,48974,29661,12.88305164048703,Excellent
2022-06-11,Twitter,#Music,Video,Australia,2594911,439273,14531,8322,17.80893448754119,Excellent
2022-10-12,TikTok,#Gaming,Video,Brazil,3279951,235134,43167,5780,8.661135486475255,Excellent
2022-04-26,YouTube,#Challenge,Tweet,Germany,4755094,321396,15678,49589,8.131553235330363,Excellent
2023-12-04,TikTok,#Tech,Tweet,UK,3741009,313649,63218,9632,10.331410590030657,Excellent
2022-06-16,YouTube,#Education,Live Stream,Germany,3658157,356529,10550,28308,10.808366070674385,Excellent
2022-07-09,Twitter,#Dance,Shorts,Australia,1691281,45464,43042,36876,7.413433959229721,Excellent
2022-07-12,Twitter,#Fashion,Video,Australia,328068,11779,42054,41258,28.985149420242145,Excellent
2022-06-03,Twitter,#Gaming,Reel,Japan,1173472,370672,58476,17196,38.03618663248889,Excellent
2023-06-27,Twitter,#Comedy,Live Stream,UK,3707766,27405,61214,23381,3.02068685024891,Average
2023-01-27,Twitter,#Challenge,Live Stream,Japan,2195772,296432,51318,10227,16.303013245455354,Excellent
2022-07-17,YouTube,#Fashion,Video,UK,2812765,306990,16758,13945,12.005731015566532,Excellent
2023-09-15,YouTube,#Tech,Video,USA,1396240,453311,31644,20317,36.18804790007449,Excellent
2023-10-18,TikTok,#Viral,Post,UK,4620055,271977,90199,34506,8.586088260854037,Excellent
2023-02-11,Twitter,#Education,Tweet,USA,698996,230272,90423,36387,51.084984749555076,Excellent
2023-10-11,Instagram,#Fitness,Tweet,Germany,4574811,234031,61405,24447,6.992267002942853,Excellent
2022-02-21,Twitter,#Viral,Reel,India,2098847,427488,31324,38758,23.706825700015294,Excellent
2022-07-15,Twitter,#Tech,Live Stream,UK,703331,175184,57753,39627,38.75330392091348,Excellent
2022-01-25,YouTube,#Education,Shorts,Japan,4545018,465681,20909,13975,11.013487735362105,Excellent
2023-06-23,Twitter,#Gaming,Tweet,Canada,1864193,357294,54233,8180,22.514138825754628,Excellent
2023-01-31,TikTok,#Gaming,Live Stream,UK,3808549,100605,35524,44184,4.734427730875985,High
2023-12-05,Twitter,#Fashion,Tweet,UK,1072473,485342,96891,40353,58.05143812478263,Excellent
2023-03-21,YouTube,#Comedy,Post,UK,2036999,123731,75519,9408,10.243402181346188,Excellent
2023-10-09,Twitter,#Fashion,Tweet,USA,2416660,54359,30217,3033,3.6252100005793118,High
2023-05-25,YouTube,#Tech,Post,Canada,1483411,498539,58353,5140,37.88781396389807,Excellent
2022-12-19,Instagram,#Comedy,Video,India,757452,53035,57545,36097,19.3645273891943,Excellent
2023-07-14,YouTube,#Music,Reel,India,414396,155674,22830,45570,54.07243313159393,Excellent
2022-06-08,TikTok,#Challenge,Shorts,Germany,2526800,324376,16252,9755,13.866669305049864,Excellent
2023-11-25,Twitter,#Dance,Post,USA,3697978,69386,12584,32219,3.0878766720624085,Average
2022-01-03,Instagram,#Tech,Tweet,Germany,3246752,341196,98173,49438,15.055261381220369,Excellent
2023-12-29,Instagram,#Gaming,Tweet,Australia,1084541,476378,7727,23253,46.780896250118715,Excellent
2022-03-01,Instagram,#Comedy,Live Stream,Germany,1576922,260556,5576,916,16.93476278471605,Excellent
2023-07-03,YouTube,#Music,Post,Japan,4162373,84336,91289,22422,4.758031055842425,High
2023-06-20,TikTok,#Challenge,Post,USA,3014494,177444,23497,31261,7.702851622859424,Excellent
2022-02-07,TikTok,#Gaming,Shorts,Australia,3602760,403164,38202,21785,12.855449710777291,Excellent
2023-02-16,Instagram,#Education,Live Stream,Canada,1889280,209379,52856,26935,15.305830792682926,Excellent
2022-11-12,YouTube,#Music,Tweet,Germany,3072862,437084,60056,5332,16.351922084363046,Excellent
2023-11-14,YouTube,#Challenge,Reel,Canada,3479279,153027,85441,848,6.878321629280089,Excellent
2022-12-11,Instagram,#Viral,Post,India,4032339,447185,95082,4553,13.56086380634168,Excellent
2022-12-27,TikTok,#Dance,Video,USA,3249902,319481,63705,49236,13.305693525527849,Excellent
2023-03-31,Twitter,#Tech,Reel,Australia,2198492,214761,49390,30920,13.421518022353505,Excellent
2022-08-15,Twitter,#Gaming,Shorts,USA,2428330,361844,85813,1552,18.498680162910315,Excellent
2023-12-28,TikTok,#Gaming,Video,Japan,3687223,181751,62834,14368,7.022981794157826,Excellent
2022-05-28,Instagram,#Fitness,Video,USA,2327036,61250,78025,36566,7.5564366000354095,Excellent
2023-06-11,Instagram,#Viral,Reel,Australia,939246,57670,81461,29497,17.953549975192868,Excellent
2023-03-01,Instagram,#Comedy,Video,Canada,1731012,250378,88088,45704,22.19337589802959,Excellent
2022-01-15,YouTube,#Viral,Tweet,India,460366,243442,29282,7463,60.86179257373481,Excellent
2022-05-29,YouTube,#Gaming,Tweet,Japan,1027066,325786,49107,28849,39.31022933287637,Excellent
2022-04-10,TikTok,#Tech,Tweet,Canada,1648229,1939,18355,36490,3.4451523423019492,Average
2023-05-21,Twitter,#Fashion,Reel,Canada,3514426,322029,93337,27289,12.595371192906038,Excellent
2023-02-27,TikTok,#Dance,Tweet,USA,4075333,483730,5918,19302,12.488550015422053,Excellent
2022-01-11,TikTok,#Education,Live Stream,Germany,3849113,271549,55550,30444,9.288971251298676,Excellent
2022-07-16,YouTube,#Gaming,Tweet,UK,2738867,453411,27052,32698,18.736251157869294,Excellent
2022-02-20,YouTube,#Fashion,Shorts,UK,1358058,39790,54189,14767,8.007463598756459,Excellent
2022-08-25,TikTok,#Gaming,Reel,UK,4427514,209500,54813,398,5.978772737929231,High
2022-03-05,Instagram,#Challenge,Live Stream,USA,3068331,454979,20223,17128,16.045530941739987,Excellent
2022-03-02,Instagram,#Music,Tweet,Canada,2528462,245856,95659,33681,14.838902067739202,Excellent
2022-09-09,Instagram,#Comedy,Post,Canada,1119674,109989,80729,8816,17.82072281753439,Excellent
2022-03-08,YouTube,#Fitness,Live Stream,Canada,4671503,354700,68406,4501,9.153520826166654,Excellent
2023-03-29,TikTok,#Comedy,Shorts,Germany,2054982,281275,53337,48762,18.655832508508592,Excellent
2023-11-18,Twitter,#Challenge,Post,Australia,730053,338775,6525,41951,53.044231035281,Excellent
2023-07-24,YouTube,#Fitness,Shorts,USA,2413529,336934,57434,10139,16.75998092419855,Excellent
2023-12-15,YouTube,#Dance,Video,Germany,391207,313055,24804,6375,87.99280176479459,Excellent
2022-03-12,TikTok,#Challenge,Reel,India,784742,282053,19133,30108,42.21693244403893,Excellent
2022-01-17,Twitter,#Education,Reel,Japan,2565436,477983,33017,27356,20.984970975693802,Excellent
2023-01-21,Instagram,#Fashion,Shorts,India,1592224,151107,21352,42997,13.53176437486183,Excellent
2023-02-09,Twitter,#Music,Tweet,Brazil,4866287,110197,97705,47593,5.250306856130763,High
2022-10-17,Twitter,#Viral,Post,Canada,2403864,196768,43069,37243,11.526442427691416,Excellent
2022-05-18,TikTok,#Tech,Reel,India,1720905,218906,90499,10677,18.599632170282497,Excellent
2022-01-08,Instagram,#Music,Reel,Brazil,961891,487176,12329,34064,55.47083817189266,Excellent
2022-02-10,TikTok,#Fitness,Shorts,USA,2597115,209479,59884,29309,11.500145353594277,Excellent
2022-05-11,YouTube,#Challenge,Post,UK,1817777,305112,68771,27995,22.10821239348941,Excellent
2023-11-05,TikTok,#Comedy,Post,Germany,3736164,272497,47905,28553,9.339927262293624,Excellent
2022-09-01,YouTube,#Education,Shorts,Australia,1690004,87806,17483,2879,6.400458223767518,Excellent
2023-06-21,YouTube,#Challenge,Tweet,UK,4217473,315841,98963,2655,9.898320629438528,Excellent
2022-08-25,TikTok,#Comedy,Reel,India,2283129,127849,30815,17515,7.716559160695695,Excellent
2022-03-17,YouTube,#Gaming,Video,Australia,2488678,87494,30237,19414,5.510757116830703,High
2023-02-28,YouTube,#Fashion,Video,Germany,3340718,351694,14602,17845,11.498755656718107,Excellent
2023-10-02,Twitter,#Comedy,Live Stream,UK,3827263,322588,41822,15238,9.919569154249395,Excellent
2023-01-27,YouTube,#Fitness,Live Stream,India,3874541,325908,68520,3286,10.26480297924322,Excellent
2023-04-07,YouTube,#Dance,Live Stream,India,4659825,163124,24416,5516,4.142988202346655,High
2022-06-28,TikTok,#Tech,Video,Australia,2056875,483813,54265,10201,26.655922212093593,Excellent
2022-06-02,TikTok,#Challenge,Live Stream,Japan,1729099,214293,85464,23680,18.705522355862794,Excellent
2022-10-26,YouTube,#Gaming,Post,India,704858,426448,3515,6655,61.944107891234836,Excellent
2022-06-28,Instagram,#Tech,Shorts,Germany,4843527,125726,6638,10865,2.957121948530482,Average
2023-09-21,Twitter,#Tech,Shorts,Japan,2601129,443899,62686,24835,20.430359278605557,Excellent
2022-07-21,Twitter,#Challenge,Post,Australia,3655039,320457,90568,40721,12.359539802448072,Excellent
2023-05-18,Twitter,#Education,Live Stream,India,3086921,424972,73584,48752,17.729899793353958,Excellent
2023-10-09,YouTube,#Fitness,Post,Germany,2307451,383944,11945,11701,17.664080407341263,Excellent
2022-02-01,Instagram,#Tech,Tweet,Canada,3652853,316401,92501,7383,11.396160754347354,Excellent
2023-04-25,Instagram,#Fitness,Post,Brazil,4548249,326779,68925,15219,9.034751615401882,Excellent
2023-11-05,Instagram,#Challenge,Shorts,Brazil,806577,50620,69364,17406,17.03371159852066,Excellent
2023-04-07,YouTube,#Comedy,Tweet,UK,3364887,358232,54348,46144,13.632671765797783,Excellent
2022-03-26,TikTok,#Tech,Post,Australia,921025,77092,85563,8320,18.563556906707202,Excellent
2023-04-23,Instagram,#Music,Live Stream,USA,2511024,62511,61932,3768,5.105924913501425,High
2022-09-09,TikTok,#Dance,Post,Australia,1428353,369192,36890,39957,31.227504685466407,Excellent
2023-12-09,YouTube,#Comedy,Reel,Brazil,631719,156255,51939,12258,34.8971615544253,Excellent
2023-01-15,Instagram,#Tech,Video,Germany,3837949,316369,65626,27325,10.665071370151088,Excellent
2023-09-04,TikTok,#Comedy,Post,USA,4632365,54486,64779,31302,3.2503267769271202,Average
2022-07-10,TikTok,#Tech,Shorts,USA,3651573,413842,15494,39353,12.83526304965011,Excellent
2023-04-07,YouTube,#Education,Tweet,Canada,774578,311832,3147,24107,43.776869469569235,Excellent
2023-03-16,TikTok,#Comedy,Video,Canada,660799,409848,69179,3207,72.9774106801009,Excellent
2022-09-11,Instagram,#Fitness,Live Stream,UK,3159453,460909,52610,20708,16.908844663933912,Excellent
2023-09-07,YouTube,#Comedy,Live Stream,Germany,1873915,167714,51035,35133,13.548213232724002,Excellent
2023-06-05,YouTube,#Education,Shorts,Canada,4702260,323545,45684,349,7.8595824135628405,Excellent
2022-08-26,Twitter,#Gaming,Post,Japan,2696076,362958,35443,119,14.78148242111869,Excellent
2023-11-14,Instagram,#Fitness,Tweet,USA,1659996,78744,84042,26271,11.389003346996017,Excellent
2022-01-06,Twitter,#Challenge,Live Stream,Brazil,2883752,89502,34959,36742,5.590043804044176,High
2023-06-02,Twitter,#Gaming,Shorts,Germany,4881343,357046,19469,1895,7.752169843422189,Excellent
2022-09-26,Instagram,#Music,Reel,Australia,3133920,214076,33445,23364,8.643647572369428,Excellent
2022-11-04,Instagram,#Education,Tweet,Brazil,4099154,220498,25835,8876,6.225894416262478,Excellent
2022-04-04,TikTok,#Dance,Post,USA,2595241,216875,43249,18265,10.726903590071212,Excellent
2023-05-03,TikTok,#Education,Shorts,Australia,2285478,448515,41351,13176,22.01036282125665,Excellent
2023-10-12,YouTube,#Education,Tweet,Canada,4948346,102881,79443,33466,4.360851080340784,High
2023-10-20,Instagram,#Fashion,Live Stream,Australia,4588344,458754,69225,2083,11.552359631274376,Excellent
2023-08-09,TikTok,#Education,Live Stream,Brazil,3053446,220668,9671,40811,8.880130842333548,Excellent
2023-06-24,TikTok,#Fashion,Live Stream,Germany,1730197,376526,25378,36469,25.33659461899425,Excellent
2022-06-12,YouTube,#Viral,Post,USA,4221571,230408,7039,37994,6.524608966661936,Excellent
2022-03-25,YouTube,#Music,Tweet,UK,3762415,245867,62399,19589,8.713951012846803,Excellent
2023-05-04,TikTok,#Education,Post,UK,4646868,359508,120,34944,8.491138547512001,Excellent
2023-06-14,Instagram,#Fashion,Reel,Japan,2202961,39829,39612,33557,5.129369062820449,High
2023-10-16,TikTok,#Viral,Video,Canada,1877441,110030,2062,22105,7.147867762555521,Excellent
2023-10-25,Instagram,#Tech,Live Stream,UK,2316030,473612,67470,39461,25.066298795784164,Excellent
2022-05-05,TikTok,#Viral,Reel,Germany,994627,274119,14486,14662,30.490525594016653,Excellent
2023-04-15,TikTok,#Music,Video,Japan,4096259,355421,35317,8773,9.753069813212495,Excellent
2023-08-07,YouTube,#Fashion,Live Stream,Canada,4485690,428585,35124,26006,10.91727248204847,Excellent
2023-04-26,TikTok,#Comedy,Live Stream,Brazil,4129059,10779,49769,49608,2.6678233466753563,Average
2023-07-29,Twitter,#Fashion,Live Stream,Germany,695143,445169,82700,22347,79.1514839392758,Excellent
2022-01-02,TikTok,#Dance,Reel,Brazil,3830713,309847,47878,25793,10.011661014542202,Excellent
2023-08-06,TikTok,#Fitness,Shorts,Germany,2973845,499922,38576,19020,18.747379234627225,Excellent
